url_length,hostname_length,path_length,query_length,dot_count,hyphen_count,underscore_count,slash_count,question_count,equal_count,at_count,ampersand_count,percent_count,digit_count,letter_count,has_https,has_ip,subdomain_count,suspicious_word_count,is_shortened,label
19,11,0,0,1,0,0,2,0,0,0,0,0,0,15,1,0,0,0,0,0
21,13,0,0,1,0,0,2,0,0,0,0,0,0,17,1,0,0,0,0,0
22,14,0,0,1,0,0,2,0,0,0,0,0,1,17,1,0,0,0,0,0
39,30,1,0,2,0,0,3,0,0,0,0,0,0,33,1,0,1,0,0,1
24,16,0,0,1,1,0,2,0,0,0,0,0,0,19,1,0,0,1,0,0
73,35,18,11,7,3,0,6,1,0,0,0,0,7,48,1,0,1,1,0,1
25,17,0,0,1,1,0,2,0,0,0,0,0,0,20,1,0,0,0,0,0
19,11,0,0,1,0,0,2,0,0,0,0,0,0,15,1,0,0,0,0,0
24,16,0,0,2,0,0,2,0,0,0,0,0,0,19,1,0,1,0,0,0
71,63,0,0,2,0,0,2,0,0,0,0,0,13,53,1,0,1,0,0,1
38,29,1,0,2,1,0,3,0,0,0,0,0,6,25,1,0,1,0,0,1
27,18,1,0,2,1,0,3,0,0,0,0,0,0,20,1,0,1,0,0,1
34,25,1,0,2,1,0,3,0,0,0,0,0,6,21,1,0,1,0,0,1
15,7,0,0,1,0,0,2,0,0,0,0,0,0,11,1,0,0,0,0,0
22,14,0,0,1,1,0,2,0,0,0,0,0,1,16,1,0,0,0,0,0
45,29,8,0,2,2,0,4,0,0,0,0,0,0,36,1,0,1,1,0,1
26,18,0,0,1,0,0,2,0,0,0,0,0,1,21,1,0,0,0,0,0
20,12,0,0,1,0,0,2,0,0,0,0,0,1,15,1,0,0,0,0,0
23,4,11,0,1,0,0,3,0,0,0,0,0,1,17,1,0,0,0,1,1
73,15,50,0,5,1,1,6,0,0,0,0,0,3,56,1,0,1,0,0,1
22,14,0,0,1,0,0,2,0,0,0,0,0,1,17,1,0,0,0,0,0
18,10,0,0,2,0,0,2,0,0,0,0,0,0,13,1,0,1,0,0,0
71,63,0,0,2,0,0,2,0,0,0,0,0,13,53,1,0,1,0,0,1
71,63,0,0,2,0,0,2,0,0,0,0,0,12,54,1,0,1,0,0,1
14,6,0,0,1,0,0,2,0,0,0,0,0,0,10,1,0,0,0,0,0
25,17,0,0,1,0,0,2,0,0,0,0,0,0,21,1,0,0,0,0,0
73,15,50,0,5,1,1,6,0,0,0,0,0,3,56,1,0,1,0,0,1
73,11,54,0,4,1,0,4,0,0,0,0,0,4,59,1,0,0,0,0,1
20,12,0,0,1,0,0,2,0,0,0,0,0,0,16,1,0,0,0,0,0
52,7,2,34,7,0,0,5,1,1,0,0,0,0,36,1,0,1,0,0,1
45,36,1,0,2,1,0,3,0,0,0,0,0,4,34,1,0,1,0,0,1
73,43,22,0,6,2,0,3,0,0,0,0,0,22,39,1,0,1,0,0,1
73,16,37,11,6,2,0,4,1,1,0,0,0,9,49,1,0,1,0,0,1
73,19,46,0,4,1,0,4,0,0,0,0,0,6,57,1,0,0,0,0,1
26,18,0,0,1,0,0,2,0,0,0,0,0,0,22,1,0,0,0,0,0
22,14,0,0,3,0,0,2,0,0,0,0,0,11,5,1,1,2,0,0,1
54,21,25,0,6,0,0,4,0,0,0,0,0,3,40,1,0,2,0,0,1
73,15,50,0,5,1,1,5,0,0,0,0,0,4,56,1,0,1,0,0,1
18,10,0,0,1,0,0,2,0,0,0,0,0,0,14,1,0,0,0,0,0
19,11,0,0,2,0,0,2,0,0,0,0,0,0,14,1,0,1,0,0,0
73,15,50,0,4,0,0,4,0,0,0,0,0,3,61,1,0,0,0,0,1
54,21,25,0,6,0,0,4,0,0,0,0,0,5,38,1,0,2,0,0,1
20,12,0,0,1,0,0,2,0,0,0,0,0,0,16,1,0,0,0,0,0
22,14,0,0,1,0,0,2,0,0,0,0,0,0,18,1,0,0,0,0,0
16,8,0,0,2,0,0,2,0,0,0,0,0,1,10,1,0,1,0,0,0
64,23,34,0,7,0,0,6,0,0,0,0,0,2,48,0,0,2,0,0,1
17,9,0,0,1,0,0,2,0,0,0,0,0,0,13,1,0,0,0,0,0
40,17,15,0,3,0,0,4,0,0,0,0,0,0,32,1,0,1,0,0,1
21,13,0,0,1,0,0,2,0,0,0,0,0,2,15,1,0,0,0,0,0
45,31,6,0,2,2,0,3,0,0,0,0,0,0,37,1,0,1,2,0,1
40,31,1,0,2,1,0,3,0,0,0,0,0,6,27,1,0,1,0,0,1
19,11,0,0,1,0,0,2,0,0,0,0,0,0,15,1,0,0,0,0,0
20,11,1,0,1,0,0,3,0,0,0,0,0,0,15,1,0,0,0,0,1
18,10,0,0,1,0,0,2,0,0,0,0,0,0,14,1,0,0,0,0,0
21,13,0,0,2,0,0,2,0,0,0,0,0,0,16,1,0,1,0,0,0
32,23,1,0,2,0,0,3,0,0,0,0,0,4,22,1,0,1,0,0,1
30,21,1,0,2,0,0,3,0,0,0,0,0,0,24,1,0,1,0,0,1
18,10,0,0,1,0,0,2,0,0,0,0,0,0,14,1,0,0,0,0,0
23,15,0,0,1,0,0,2,0,0,0,0,0,0,19,1,0,0,0,0,0
27,19,0,0,1,0,0,2,0,0,0,0,0,0,23,1,0,0,0,0,0
41,32,1,0,2,0,0,3,0,0,0,0,0,0,35,1,0,1,1,0,1
28,19,1,0,2,0,0,3,0,0,0,0,0,0,22,1,0,1,0,0,1
19,11,0,0,1,0,0,2,0,0,0,0,0,3,12,1,0,0,0,0,0
16,8,0,0,1,0,0,2,0,0,0,0,0,2,10,1,0,0,0,0,0
15,7,0,0,1,0,0,2,0,0,0,0,0,1,10,1,0,0,0,0,0
22,14,0,0,1,0,0,2,0,0,0,0,0,0,18,1,0,0,0,0,0
27,11,9,0,1,0,0,3,0,0,0,0,0,2,20,0,0,0,0,1,1
73,23,42,0,6,0,0,4,0,0,0,0,0,5,57,1,0,2,0,0,1
18,10,0,0,1,0,0,2,0,0,0,0,0,0,14,1,0,0,0,0,0
21,13,0,0,1,0,0,2,0,0,0,0,0,0,17,1,0,0,0,0,0
35,26,1,0,2,1,0,3,0,0,0,0,0,6,22,1,0,1,0,0,1
23,15,0,0,1,0,0,2,0,0,0,0,0,0,19,1,0,0,0,0,0
17,9,0,0,1,0,0,2,0,0,0,0,0,0,13,1,0,0,0,0,0
16,8,0,0,1,0,0,2,0,0,0,0,0,0,12,1,0,0,0,0,0
15,7,0,0,1,0,0,2,0,0,0,0,0,0,11,1,0,0,0,0,0
17,9,0,0,1,0,0,2,0,0,0,0,0,0,13,1,0,0,0,0,0
29,22,0,0,2,0,0,2,0,0,0,0,0,0,24,0,0,1,0,0,1
35,19,8,0,2,1,0,3,0,0,0,0,0,0,28,1,0,1,0,0,1
65,43,14,0,6,1,0,3,0,0,0,0,0,24,30,1,0,1,0,0,1
20,12,0,0,1,0,0,2,0,0,0,0,0,0,16,1,0,0,0,0,0
17,9,0,0,1,0,0,2,0,0,0,0,0,5,8,1,0,0,0,0,0
19,11,0,0,1,0,0,2,0,0,0,0,0,0,15,1,0,0,0,0,0
19,11,0,0,1,0,0,2,0,0,0,0,0,0,15,1,0,0,0,0,0
72,43,21,0,6,2,0,3,0,0,0,0,0,18,42,1,0,1,0,0,1
21,13,0,0,1,1,0,2,0,0,0,0,0,0,16,1,0,0,0,0,0
60,52,0,0,4,4,0,2,0,0,0,0,0,4,45,1,0,3,0,0,1
22,14,0,0,2,0,0,2,0,0,0,0,0,0,17,1,0,1,0,0,1
18,10,0,0,1,0,0,2,0,0,0,0,0,0,14,1,0,0,0,0,0
30,22,0,0,1,0,0,2,0,0,0,0,0,0,26,1,0,0,0,0,0
18,10,0,0,1,0,0,2,0,0,0,0,0,1,13,1,0,0,0,0,0
42,16,18,0,2,0,0,4,0,0,0,0,0,0,35,1,0,1,0,0,1
73,23,42,0,6,0,0,4,0,0,0,0,0,4,58,1,0,2,0,0,1
20,12,0,0,1,0,0,2,0,0,0,0,0,0,16,1,0,0,0,0,0
31,22,1,0,2,0,0,3,0,0,0,0,0,2,23,1,0,1,0,0,1
16,8,0,0,1,0,0,2,0,0,0,0,0,0,12,1,0,0,0,0,0
35,26,1,0,2,1,0,3,0,0,0,0,0,4,24,1,0,1,0,0,1
21,13,0,0,1,0,0,2,0,0,0,0,0,0,17,1,0,0,0,0,0
24,16,0,0,1,0,0,2,0,0,0,0,0,0,20,1,0,0,0,0,0
26,17,1,0,2,1,0,3,0,0,0,0,0,0,19,1,0,1,0,0,1
30,21,1,0,1,2,0,3,0,0,0,0,0,0,23,1,0,0,0,1,1
22,14,0,0,1,0,0,2,0,0,0,0,0,1,17,1,0,0,0,0,0
17,9,0,0,1,0,0,2,0,0,0,0,0,0,13,1,0,0,0,0,0
34,25,1,0,2,1,0,3,0,0,0,0,0,6,21,1,0,1,0,0,1
20,12,0,0,1,0,0,2,0,0,0,0,0,0,16,1,0,0,0,0,0
73,19,46,0,4,1,0,4,0,0,0,0,0,5,58,1,0,0,0,0,1
36,27,1,0,3,1,0,3,0,0,0,0,0,0,28,1,0,2,0,0,1
20,12,0,0,1,0,0,2,0,0,0,0,0,0,16,1,0,0,0,0,0
57,17,32,0,6,1,0,6,0,0,0,0,0,0,43,1,0,1,0,0,1
16,8,0,0,1,0,0,2,0,0,0,0,0,0,12,1,0,0,0,0,0
23,15,0,0,1,0,0,2,0,0,0,0,0,3,16,1,0,0,0,0,0
23,15,0,0,1,0,0,2,0,0,0,0,0,0,19,1,0,0,0,0,0
71,63,0,0,2,0,0,2,0,0,0,0,0,9,57,1,0,1,0,0,1
65,21,36,0,6,2,0,6,0,0,0,0,0,0,50,1,0,2,1,0,1
34,25,1,0,2,1,0,3,0,0,0,0,0,6,21,1,0,1,0,0,1
17,9,0,0,1,0,0,2,0,0,0,0,0,0,13,1,0,0,0,0,0
19,11,0,0,1,0,0,2,0,0,0,0,0,0,15,1,0,0,0,0,0
73,15,50,0,5,0,0,4,0,0,0,0,0,4,59,1,0,1,0,0,1
18,10,0,0,1,0,0,2,0,0,0,0,0,0,14,1,0,0,0,0,0
25,17,0,0,1,1,0,2,0,0,0,0,0,0,20,1,0,0,0,0,0
43,23,12,0,2,2,0,4,0,0,0,0,0,1,33,1,0,1,0,0,1
37,28,1,0,2,1,0,3,0,0,0,0,0,6,24,1,0,1,0,0,1
15,7,0,0,1,0,0,2,0,0,0,0,0,0,11,1,0,0,0,0,0
31,22,1,0,2,0,0,3,0,0,0,0,0,2,23,1,0,1,0,0,1
40,31,1,0,2,1,0,3,0,0,0,0,0,0,33,1,0,1,0,0,1
18,10,0,0,1,0,0,2,0,0,0,0,0,0,14,1,0,0,0,0,0
34,25,1,0,2,1,0,3,0,0,0,0,0,6,21,1,0,1,0,0,1
25,17,0,0,1,0,0,2,0,0,0,0,0,0,21,1,0,0,0,0,0
29,7,7,6,1,0,0,3,1,0,0,0,0,2,21,1,0,0,0,0,1
18,10,0,0,1,0,0,2,0,0,0,0,0,1,13,1,0,0,0,0,0
40,19,13,0,3,0,0,4,0,0,0,0,0,0,32,1,0,1,0,0,1
24,16,0,0,1,0,0,2,0,0,0,0,0,0,20,1,0,0,0,0,0
38,29,1,0,2,1,0,3,0,0,0,0,0,6,25,1,0,1,0,0,1
14,6,0,0,1,0,0,2,0,0,0,0,0,2,8,1,0,0,0,0,0
19,11,0,0,1,0,0,2,0,0,0,0,0,2,13,1,0,0,0,0,0
18,10,0,0,1,0,0,2,0,0,0,0,0,0,14,1,0,0,0,0,0
22,14,0,0,1,0,0,2,0,0,0,0,0,0,18,1,0,0,0,0,0
22,14,0,0,1,0,0,2,0,0,0,0,0,0,18,1,0,0,0,1,0
29,20,1,0,2,1,0,3,0,0,0,0,0,0,22,1,0,1,0,0,1
15,7,0,0,1,0,0,2,0,0,0,0,0,0,11,1,0,0,0,0,0
60,28,12,11,4,1,0,4,1,0,0,0,0,6,43,1,0,0,0,0,1
22,14,0,0,1,0,0,2,0,0,0,0,0,0,18,1,0,0,0,0,0
29,21,0,0,1,0,0,2,0,0,0,0,0,0,25,1,0,0,0,0,0
25,17,0,0,1,0,0,2,0,0,0,0,0,0,21,1,0,0,0,0,0
18,10,0,0,1,0,0,2,0,0,0,0,0,0,14,1,0,0,0,0,0
23,15,0,0,1,0,0,2,0,0,0,0,0,0,19,1,0,0,0,0,0
24,16,0,0,1,0,0,2,0,0,0,0,0,0,20,1,0,0,0,0,0
29,15,6,0,1,0,0,3,0,0,0,0,0,0,24,1,0,0,0,0,1
23,15,0,0,1,0,0,2,0,0,0,0,0,0,19,1,0,0,0,0,0
73,11,54,0,4,0,0,4,0,0,0,0,0,6,58,1,0,0,0,0,1
20,12,0,0,1,0,0,2,0,0,0,0,0,2,14,1,0,0,0,0,0
28,20,0,0,1,0,0,2,0,0,0,0,0,0,24,1,0,0,0,0,0
73,15,50,0,5,1,0,6,0,0,0,0,0,8,52,1,0,1,0,0,1
38,29,1,0,2,1,0,3,0,0,0,0,0,6,25,1,0,1,0,0,1
73,11,54,0,4,1,0,4,0,0,0,0,0,8,55,1,0,0,0,0,1
71,63,0,0,2,0,0,2,0,0,0,0,0,14,52,1,0,1,0,0,1
73,23,42,0,6,0,0,4,0,0,0,0,0,5,57,1,0,2,0,0,1
19,11,0,0,1,0,0,2,0,0,0,0,0,3,12,1,0,0,0,0,0
22,14,0,0,1,0,0,2,0,0,0,0,0,0,18,1,0,0,0,0,0
73,11,54,0,4,1,0,4,0,0,0,0,0,7,56,1,0,0,0,0,1
21,13,0,0,1,0,0,2,0,0,0,0,0,0,17,1,0,0,0,0,0
20,12,0,0,1,0,0,2,0,0,0,0,0,0,16,1,0,0,0,0,0
15,7,0,0,1,0,0,2,0,0,0,0,0,0,11,1,0,0,0,0,0
57,32,17,0,6,0,0,4,0,0,0,0,0,1,45,1,0,1,0,0,1
25,17,0,0,1,0,0,2,0,0,0,0,0,2,19,1,0,0,0,0,0
73,19,46,0,4,1,0,4,0,0,0,0,0,8,55,1,0,0,0,0,1
73,23,42,0,6,0,0,4,0,0,0,0,0,2,60,1,0,2,0,0,1
15,7,0,0,1,0,0,2,0,0,0,0,0,0,11,1,0,0,0,0,0
22,14,0,0,1,1,0,2,0,0,0,0,0,0,17,1,0,0,0,0,0
42,33,1,0,2,3,0,3,0,0,0,0,0,12,21,1,0,1,0,0,1
24,16,0,0,2,0,0,2,0,0,0,0,0,0,19,1,0,1,0,0,0
17,9,0,0,1,0,0,2,0,0,0,0,0,0,13,1,0,0,0,0,0
27,19,0,0,2,0,0,2,0,0,0,0,0,0,22,1,0,1,0,0,0
16,8,0,0,1,0,0,2,0,0,0,0,0,0,12,1,0,0,0,0,0
31,23,1,0,1,2,0,3,0,0,0,0,0,2,22,0,0,0,0,0,1
21,13,0,0,1,0,0,2,0,0,0,0,0,0,17,1,0,0,0,0,0
18,10,0,0,1,0,0,2,0,0,0,0,0,0,14,1,0,0,0,0,0
18,10,0,0,1,0,0,2,0,0,0,0,0,0,14,1,0,0,0,0,0
19,11,0,0,2,0,0,2,0,0,0,0,0,0,14,1,0,1,0,0,0
56,11,10,26,4,0,0,4,1,1,1,0,0,8,36,1,0,0,0,1,1
35,26,1,0,2,0,0,3,0,0,0,0,0,5,24,1,0,1,0,0,1
54,27,19,0,5,1,0,4,0,0,0,0,0,5,38,1,0,1,0,0,1
69,31,30,0,6,1,0,4,0,0,0,0,0,0,57,1,0,1,0,0,1
21,13,0,0,1,0,0,2,0,0,0,0,0,0,17,1,0,0,0,0,0
22,14,0,0,1,0,0,2,0,0,0,0,0,0,18,1,0,0,0,0,0
38,29,1,0,2,1,0,3,0,0,0,0,0,6,25,1,0,1,0,0,1
20,12,0,0,1,0,0,2,0,0,0,0,0,0,16,1,0,0,0,0,0
20,12,0,0,1,0,0,2,0,0,0,0,0,0,16,1,0,0,0,0,0
21,13,0,0,1,0,0,2,0,0,0,0,0,1,16,1,0,0,0,0,0
19,11,0,0,1,0,0,2,0,0,0,0,0,0,15,1,0,0,0,0,0
73,23,42,0,6,0,0,4,0,0,0,0,0,1,61,1,0,2,0,0,1
20,12,0,0,1,0,0,2,0,0,0,0,0,0,16,1,0,0,0,0,0
18,10,0,0,1,0,0,2,0,0,0,0,0,0,14,1,0,0,0,0,0
32,23,1,0,2,0,0,3,0,0,0,0,0,0,26,1,0,1,0,0,1
20,12,0,0,1,0,0,2,0,0,0,0,0,0,16,1,0,0,0,0,0
22,14,0,0,1,0,0,2,0,0,0,0,0,0,18,1,0,0,0,0,0
54,21,25,0,6,0,0,4,0,0,0,0,0,1,42,1,0,2,0,0,1
26,17,1,0,2,0,0,3,0,0,0,0,0,0,20,1,0,1,0,0,1
25,17,0,0,1,0,0,2,0,0,0,0,0,0,21,1,0,0,0,0,0
73,23,42,0,6,0,0,4,0,0,0,0,0,7,55,1,0,2,0,0,1
34,25,1,0,2,1,0,3,0,0,0,0,0,6,21,1,0,1,0,0,1
73,37,12,0,6,1,0,5,1,0,0,0,0,0,56,0,0,1,0,0,1
73,19,46,0,4,1,0,4,0,0,0,0,0,1,62,1,0,0,0,0,1
18,10,0,0,1,0,0,2,0,0,0,0,0,0,14,1,0,0,0,0,0
49,16,25,0,5,0,0,4,0,0,0,0,0,1,38,1,0,1,0,0,1
19,11,0,0,1,0,0,2,0,0,0,0,0,0,15,1,0,0,0,0,0
22,14,0,0,1,1,0,2,0,0,0,0,0,0,17,1,0,0,0,0,0
34,25,1,0,2,0,0,3,0,0,0,0,0,0,28,1,0,1,0,0,1
26,18,0,0,1,0,0,2,0,0,0,0,0,0,22,1,0,0,0,0,0
18,10,0,0,1,0,0,2,0,0,0,0,0,3,11,1,0,0,0,0,0
73,15,50,0,5,1,0,6,0,0,0,0,0,5,55,1,0,1,0,0,1
42,33,1,0,2,3,0,3,0,0,0,0,0,6,27,1,0,1,0,0,1
29,20,1,0,2,1,0,3,0,0,0,0,0,4,18,1,0,1,0,0,1
30,21,1,0,2,0,0,3,0,0,0,0,0,0,24,1,0,1,0,0,1
28,19,1,0,2,0,0,3,0,0,0,0,0,0,22,1,0,1,0,0,1
71,63,0,0,2,0,0,2,0,0,0,0,0,9,57,1,0,1,0,0,1
22,14,0,0,1,0,0,2,0,0,0,0,0,0,18,1,0,0,0,0,0
27,19,0,0,1,0,0,2,0,0,0,0,0,0,23,1,0,0,0,0,0
24,16,0,0,1,0,0,2,0,0,0,0,0,0,20,1,0,0,0,0,0
38,29,1,0,2,2,0,3,0,0,0,0,0,6,24,1,0,1,1,0,1
19,10,1,0,1,0,0,3,0,0,0,0,0,0,14,1,0,0,0,0,1
21,13,0,0,2,0,0,2,0,0,0,0,0,1,15,1,0,1,0,0,0
17,9,0,0,1,0,0,2,0,0,0,0,0,0,13,1,0,0,0,0,0
31,22,1,0,2,1,0,3,0,0,0,0,0,0,24,1,0,1,0,1,1
39,31,0,0,2,0,0,2,0,0,0,0,0,1,33,1,0,1,0,1,1
21,13,0,0,1,0,0,2,0,0,0,0,0,0,17,1,0,0,0,0,0
18,4,6,0,1,0,0,3,0,0,0,0,0,1,12,1,0,0,0,0,1
19,11,0,0,1,0,0,2,0,0,0,0,0,0,15,1,0,0,0,0,0
26,18,0,0,1,0,0,2,0,0,0,0,0,0,22,1,0,0,0,0,0
15,7,0,0,1,0,0,2,0,0,0,0,0,0,11,1,0,0,0,0,0
73,11,54,0,4,1,0,4,0,0,0,0,0,9,54,1,0,0,0,0,1
19,11,0,0,1,0,0,2,0,0,0,0,0,0,15,1,0,0,0,0,0
18,10,0,0,2,0,0,2,0,0,0,0,0,0,13,1,0,1,0,0,0
19,11,0,0,1,0,0,2,0,0,0,0,0,0,15,1,0,0,0,0,0
21,13,0,0,1,0,0,2,0,0,0,0,0,0,17,1,0,0,0,0,0
71,63,0,0,2,0,0,2,0,0,0,0,0,13,53,1,0,1,0,0,1
38,29,1,0,2,0,0,3,0,0,0,0,0,0,32,1,0,1,0,0,1
21,13,0,0,2,0,0,2,0,0,0,0,0,0,16,1,0,1,0,0,0
25,8,9,0,1,0,0,3,0,0,0,0,0,0,20,1,0,0,1,0,1
14,6,0,0,1,0,0,2,0,0,0,0,0,0,10,1,0,0,0,0,0
15,7,0,0,1,0,0,2,0,0,0,0,0,0,11,1,0,0,0,0,0
38,16,14,0,1,0,0,4,0,0,0,0,0,0,32,1,0,0,2,0,1
43,20,15,0,1,0,0,4,0,0,0,0,0,0,37,1,0,0,1,0,1
32,24,0,0,2,0,0,2,0,0,0,0,0,0,27,1,0,1,0,0,0
25,17,0,0,1,0,0,2,0,0,0,0,0,0,21,1,0,0,0,1,0
21,13,0,0,1,0,0,2,0,0,0,0,0,0,17,1,0,0,1,0,0
73,11,54,0,4,1,0,4,0,0,0,0,0,6,57,1,0,0,0,0,1
31,22,1,0,2,1,0,3,0,0,0,0,0,0,24,1,0,1,0,0,1
73,11,54,0,4,1,0,4,0,0,0,0,0,6,57,1,0,0,0,0,1
21,13,0,0,1,0,0,2,0,0,0,0,0,0,17,1,0,0,0,0,0
73,15,50,0,5,2,0,6,0,0,0,0,0,3,56,1,0,1,0,0,1
20,12,0,0,1,0,0,2,0,0,0,0,0,0,16,1,0,0,0,0,0
32,24,0,0,2,0,0,2,0,0,0,0,0,2,25,1,0,1,0,0,1
15,7,0,0,1,0,0,2,0,0,0,0,0,0,11,1,0,0,0,0,0
16,8,0,0,1,0,0,2,0,0,0,0,0,0,12,1,0,0,0,0,0
26,18,0,0,1,0,0,2,0,0,0,0,0,0,22,1,0,0,0,0,0
73,17,48,0,5,1,0,4,0,0,0,0,0,18,44,1,0,1,0,0,1
25,17,0,0,1,0,0,2,0,0,0,0,0,0,21,1,0,0,0,0,0
37,28,1,0,2,1,0,3,0,0,0,0,0,6,24,1,0,1,0,0,1
73,17,48,0,8,3,0,4,0,0,0,0,0,17,40,1,0,0,0,0,1
21,13,0,0,1,0,0,2,0,0,0,0,0,0,17,1,0,0,0,0,0
21,13,0,0,1,0,0,2,0,0,0,0,0,0,17,1,0,0,0,0,0
34,25,1,0,2,1,0,3,0,0,0,0,0,6,21,1,0,1,0,0,1
22,14,0,0,1,1,0,2,0,0,0,0,0,0,17,1,0,0,0,0,0
17,9,0,0,1,0,0,2,0,0,0,0,0,0,13,1,0,0,0,0,0
33,24,1,0,2,1,0,3,0,0,0,0,0,6,20,1,0,1,0,0,1
73,23,42,0,6,0,0,4,0,0,0,0,0,4,58,1,0,2,0,0,1
32,23,1,0,2,1,0,3,0,0,0,0,0,1,24,1,0,1,0,0,1
18,10,0,0,1,0,0,2,0,0,0,0,0,0,14,1,0,0,0,0,0
21,13,0,0,1,0,0,2,0,0,0,0,0,0,17,1,0,0,0,0,0
28,21,0,0,1,0,0,2,0,0,0,0,0,2,22,0,0,0,0,0,1
18,10,0,0,1,0,0,2,0,0,0,0,0,0,14,1,0,0,0,0,0
21,13,0,0,1,0,0,2,0,0,0,0,0,0,17,1,0,0,0,0,0
73,19,46,0,4,1,0,4,0,0,0,0,0,6,57,1,0,0,0,0,1
19,11,0,0,1,0,0,2,0,0,0,0,0,0,15,1,0,0,0,0,0
43,16,19,0,2,0,0,4,0,0,0,0,0,2,34,1,0,1,0,0,1
22,14,0,0,1,0,0,2,0,0,0,0,0,0,18,1,0,0,0,0,0
73,11,54,0,4,1,0,4,0,0,0,0,0,11,52,1,0,0,0,0,1
36,27,1,0,2,1,0,3,0,0,0,0,0,3,26,1,0,1,1,0,1
20,12,0,0,1,0,0,2,0,0,0,0,0,0,16,1,0,0,0,0,0
21,13,0,0,1,0,0,2,0,0,0,0,0,0,17,1,0,0,0,0,0
50,18,25,0,5,0,0,5,0,0,0,0,0,0,39,0,0,1,0,0,1
26,17,1,0,1,0,0,3,0,0,0,0,0,0,21,1,0,0,0,0,1
35,12,8,6,2,0,0,3,1,1,0,0,0,2,25,1,0,0,0,0,1
71,63,0,0,3,2,0,2,0,0,0,0,0,3,60,1,0,2,2,0,1
16,8,0,0,1,0,0,2,0,0,0,0,0,5,7,1,0,0,0,0,0
44,35,1,0,2,2,0,3,0,0,0,0,0,0,36,1,0,1,0,0,1
24,16,0,0,1,0,0,2,0,0,0,0,0,0,20,1,0,0,0,0,0
21,13,0,0,1,0,0,2,0,0,0,0,0,0,17,1,0,0,0,0,0
21,13,0,0,2,0,0,2,0,0,0,0,0,0,16,1,0,1,0,0,0
28,17,4,0,1,0,0,4,0,0,0,0,0,0,22,0,0,0,0,0,1
71,63,0,0,2,0,0,2,0,0,0,0,0,15,51,1,0,1,0,0,1
54,21,25,0,6,0,0,4,0,0,0,0,0,2,41,1,0,2,0,0,1
28,20,0,0,1,0,0,2,0,0,0,0,0,0,24,1,0,0,0,0,0
65,53,4,0,6,4,0,3,0,0,0,0,0,3,48,1,0,2,0,0,1
32,23,1,0,2,0,0,3,0,0,0,0,0,0,26,1,0,1,0,0,1
23,15,0,0,2,0,0,2,0,0,0,0,0,0,18,1,0,1,0,0,0
36,28,0,0,2,0,0,2,0,0,0,0,0,9,22,1,0,1,0,0,1
40,31,1,0,2,0,0,3,0,0,0,0,0,6,28,1,0,1,0,0,1
22,14,0,0,1,0,0,2,0,0,0,0,0,0,18,1,0,0,0,0,0
33,24,1,0,3,0,0,3,0,0,0,0,0,0,26,1,0,2,0,0,1
45,36,1,0,2,0,0,3,0,0,0,0,0,0,39,1,0,1,2,0,1
17,9,0,0,1,0,0,2,0,0,0,0,0,0,13,1,0,0,0,0,0
24,16,0,0,1,0,0,2,0,0,0,0,0,0,20,1,0,0,0,0,0
66,43,15,0,6,1,0,3,0,0,0,0,0,22,33,1,0,1,1,0,1
18,10,0,0,1,0,0,2,0,0,0,0,0,0,14,1,0,0,0,0,0
18,10,0,0,1,0,0,2,0,0,0,0,0,0,14,1,0,0,0,0,0
25,17,0,0,1,0,0,2,0,0,0,0,0,0,21,1,0,0,0,0,0
14,6,0,0,1,0,0,2,0,0,0,0,0,0,10,1,0,0,0,0,0
36,27,1,0,2,0,0,3,0,0,0,0,0,0,30,1,0,1,0,0,1
21,13,0,0,1,0,0,2,0,0,0,0,0,0,17,1,0,0,0,0,0
26,18,0,0,1,0,0,2,0,0,0,0,0,4,18,1,0,0,0,0,0
73,23,42,0,6,0,0,4,0,0,0,0,0,7,55,1,0,2,0,0,1
21,13,0,0,1,1,0,2,0,0,0,0,0,0,16,1,0,0,0,0,0
19,11,0,0,1,0,0,2,0,0,0,0,0,0,15,1,0,0,0,0,0
28,20,0,0,1,1,0,2,0,0,0,0,0,0,23,1,0,0,0,0,0
15,7,0,0,1,0,0,2,0,0,0,0,0,0,11,1,0,0,0,0,0
65,43,14,0,6,1,0,3,0,0,0,0,0,19,35,1,0,1,0,0,1
35,12,15,0,2,0,0,4,0,0,0,0,0,0,28,1,0,0,1,0,1
15,7,0,0,1,0,0,2,0,0,0,0,0,0,11,1,0,0,0,0,0
21,7,6,0,1,0,0,3,0,0,0,0,0,3,13,1,0,0,0,0,1
73,43,22,0,6,1,0,3,0,0,0,0,0,16,46,1,0,1,1,0,1
20,12,0,0,1,0,0,2,0,0,0,0,0,0,16,1,0,0,0,0,0
18,10,0,0,1,0,0,2,0,0,0,0,0,0,14,1,0,0,0,0,0
23,8,7,0,1,0,0,3,0,0,0,0,0,3,15,1,0,0,0,0,1
38,29,1,0,2,1,0,3,0,0,0,0,0,6,25,1,0,1,0,0,1
26,18,0,0,1,0,0,2,0,0,0,0,0,0,22,1,0,0,0,0,0
37,28,1,0,2,0,0,3,0,0,0,0,0,2,29,1,0,1,0,0,1
73,19,46,0,4,1,0,4,0,0,0,0,0,5,58,1,0,0,0,0,1
21,13,0,0,1,0,0,2,0,0,0,0,0,0,17,1,0,0,0,0,0
23,15,0,0,2,0,0,2,0,0,0,0,0,0,18,1,0,1,0,0,0
